Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY18-19,2018/07/01,1326,Customer Service Agent Supervisor,790,COMMN,1326P,2971,3610,,37.1375,38.9875,40.9375,42.9750,45.1250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1360,Special Assistant I,021,COMMN,1360P,1755,2131,,21.9375,23.0250,24.1750,25.3750,26.6375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1360,Special Assistant I,021,SFMTA,1360P,1755,2131,,21.9375,23.0250,24.1750,25.3750,26.6375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1361,Special Assistant II,021,COMMN,1361P,1886,2293,,23.5750,24.7625,26.0000,27.3000,28.6625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1361,Special Assistant II,021,SFMTA,1361P,1886,2293,,23.5750,24.7625,26.0000,27.3000,28.6625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1362,Special Assistant III,021,COMMN,1362P,2030,2468,,25.3750,26.6375,27.9750,29.3625,30.8500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1362,Special Assistant III,021,SFMTA,1362P,2030,2468,,25.3750,26.6375,27.9750,29.3625,30.8500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1363,Special Assistant IV,021,COMMN,1363P,2184,2654,,27.3000,28.6625,30.0875,31.6000,33.1750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1363,Special Assistant IV,021,SFMTA,1363P,2184,2654,,27.3000,28.6625,30.0875,31.6000,33.1750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1364,Special Assistant V,021,COMMN,1364P,2349,2857,,29.3625,30.8500,32.3750,34.0000,35.7125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1364,Special Assistant V,021,SFMTA,1364P,2349,2857,,29.3625,30.8500,32.3750,34.0000,35.7125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1365,Special Assistant VI,021,COMMN,1365P,2515,3057,,31.4375,33.0250,34.6625,36.4000,38.2125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,7420,Bridgetender,039,COMMN,7420P,2931,2931,,36.6375,,,,,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1365,Special Assistant VI,021,SFMTA,1365P,2515,3057,,31.4375,33.0250,34.6625,36.4000,38.2125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1366,Special Assistant VII,021,COMMN,1366P,2707,3290,,33.8375,35.5250,37.3000,39.1625,41.1250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1366,Special Assistant VII,021,SFMTA,1366P,2707,3290,,33.8375,35.5250,37.3000,39.1625,41.1250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1367,Special Assistant VIII,021,COMMN,1367P,2912,3540,,36.4000,38.2125,40.1500,42.1375,44.2500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1367,Special Assistant VIII,021,SFMTA,1367P,2912,3540,,36.4000,38.2125,40.1500,42.1375,44.2500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1368,Special Assistant IX,021,COMMN,1368P,3133,3808,,39.1625,41.1250,43.1875,45.3375,47.6000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1368,Special Assistant IX,021,SFMTA,1368P,3133,3808,,39.1625,41.1250,43.1875,45.3375,47.6000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1369,Special Assistant X,021,COMMN,1369P,3389,4117,,42.3625,44.4750,46.6875,49.0250,51.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1369,Special Assistant X,021,SFMTA,1369P,3389,4117,,42.3625,44.4750,46.6875,49.0250,51.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1370,Special Assistant XI,021,COMMN,1370P,3645,4430,,45.5625,47.8375,50.2375,52.7500,55.3750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1370,Special Assistant XI,021,SFMTA,1370P,3645,4430,,45.5625,47.8375,50.2375,52.7500,55.3750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1371,Special Assistant XII,021,COMMN,1371P,3921,4766,,49.0125,51.4625,54.0375,56.7250,59.5750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1371,Special Assistant XII,021,SFMTA,1371P,3921,4766,,49.0125,51.4625,54.0375,56.7250,59.5750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1372,Special Assistant XIII,351,COMMN,1372P,4198,5103,,52.4750,55.1000,57.8500,60.7500,63.7875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1372,Special Assistant XIII,351,SFMTA,1372P,4198,5103,,52.4750,55.1000,57.8500,60.7500,63.7875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1373,Special Assistant XIV,351,COMMN,1373P,4518,5491,,56.4750,59.2875,62.2625,65.3625,68.6375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1373,Special Assistant XIV,351,SFMTA,1373P,4518,5491,,56.4750,59.2875,62.2625,65.3625,68.6375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1374,Special Assistant XV,351,COMMN,1374P,4860,5908,,60.7500,63.7875,66.9875,70.3250,73.8500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1374,Special Assistant XV,351,SFMTA,1374P,4860,5908,,60.7500,63.7875,66.9875,70.3250,73.8500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1375,Special Assistant XVI,351,COMMN,1375P,5229,6356,,65.3625,68.6375,72.0750,75.6625,79.4500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1375,Special Assistant XVI,351,SFMTA,1375P,5229,6356,,65.3625,68.6375,72.0750,75.6625,79.4500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1376,Special Assistant XVII,351,COMMN,1376P,5626,6838,,70.3250,73.8375,77.5375,81.4125,85.4750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1376,Special Assistant XVII,351,SFMTA,1376P,5626,6838,,70.3250,73.8375,77.5375,81.4125,85.4750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1377,Special Assistant XVIII,351,COMMN,1377P,6053,7358,,75.6625,79.4500,83.4250,87.6000,91.9750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1377,Special Assistant XVIII,351,SFMTA,1377P,6053,7358,,75.6625,79.4500,83.4250,87.6000,91.9750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1378,Special Assistant XIX,351,COMMN,1378P,6470,7865,,80.8750,84.9250,89.1875,93.6375,98.3125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1378,Special Assistant XIX,351,SFMTA,1378P,6470,7865,,80.8750,84.9250,89.1875,93.6375,98.3125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1379,Special Assistant XX,351,COMMN,1379P,6873,8354,,85.9125,90.2125,94.7250,99.4625,104.4250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1379,Special Assistant XX,351,SFMTA,1379P,6873,8354,,85.9125,90.2125,94.7250,99.4625,104.4250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1380,Special Assistant XXI,351,COMMN,1380P,7337,8918,,91.7125,96.3000,101.1250,106.1625,111.4750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1380,Special Assistant XXI,351,SFMTA,1380P,7337,8918,,91.7125,96.3000,101.1250,106.1625,111.4750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1381,Special Assistant XXII,351,COMMN,1381P,7883,9581,,98.5375,103.4500,108.6250,114.0500,119.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1381,Special Assistant XXII,351,SFMTA,1381P,7883,9581,,98.5375,103.4500,108.6250,114.0500,119.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1402,Junior Clerk,790,COMMN,1402P,1767,2147,,22.0875,23.1750,24.3375,25.5625,26.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1402,Junior Clerk,790,SFMTA,1402P,1767,2147,,22.0875,23.1750,24.3375,25.5625,26.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1403,Elections Clerk,790,COMMN,1403P,2131,2590,,26.6375,27.9750,29.3625,30.8500,32.3750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1403,Elections Clerk,790,SFMTA,1403P,2131,2590,,26.6375,27.9750,29.3625,30.8500,32.3750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1404,Clerk,790,COMMN,1404P,1924,2338,,24.0500,25.2500,26.5125,27.8375,29.2250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1404,Clerk,790,SFMTA,1404P,1924,2338,,24.0500,25.2500,26.5125,27.8375,29.2250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1406,Senior Clerk,790,COMMN,1406P,1995,2941,,24.9375,26.1875,27.5000,28.8750,30.3375,30.4000,33.3375,31.7625,36.7625,35.4375,,,,,,,,,,
FY18-19,2018/07/01,1406,Senior Clerk,790,SFMTA,1406P,1995,2941,,24.9375,26.1875,27.5000,28.8750,30.3375,30.4000,33.3375,31.7625,36.7625,35.4375,,,,,,,,,,
FY18-19,2018/07/01,1408,Principal Clerk,790,COMMN,1408P,2634,3202,,32.9250,34.5750,36.3000,38.1125,40.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1408,Principal Clerk,790,SFMTA,1408P,2634,3202,,32.9250,34.5750,36.3000,38.1125,40.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1410,Chief Clerk,790,COMMN,1410P,3020,3671,,37.7500,39.6375,41.6125,43.7000,45.8875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1410,Chief Clerk,790,SFMTA,1410P,3020,3671,,37.7500,39.6375,41.6125,43.7000,45.8875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1422,Junior Clerk Typist,790,COMMN,1422P,1828,2222,,22.8500,23.9875,25.1875,26.4500,27.7750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1422,Junior Clerk Typist,790,SFMTA,1422P,1828,2222,,22.8500,23.9875,25.1875,26.4500,27.7750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1424,Clerk Typist,790,COMMN,1424P,2001,2941,,25.0125,26.2500,27.5625,28.9375,30.4000,33.3375,36.7625,,,,,,,,,,,,,
FY18-19,2018/07/01,1424,Clerk Typist,790,SFMTA,1424P,2001,2941,,25.0125,26.2500,27.5625,28.9375,30.4000,33.3375,36.7625,,,,,,,,,,,,,
FY18-19,2018/07/01,1426,Senior Clerk Typist,790,COMMN,1426P,2195,2941,,27.4375,28.8000,30.2375,31.7625,33.3375,36.7625,,,,,,,,,,,,,,
FY18-19,2018/07/01,1426,Senior Clerk Typist,790,SFMTA,1426P,2195,2941,,27.4375,28.8000,30.2375,31.7625,33.3375,36.7625,,,,,,,,,,,,,,
FY18-19,2018/07/01,1428,Unit Clerk,250,COMMN,1428P,2333,2835,,29.1625,30.6125,32.1500,33.7500,35.4375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1428,Unit Clerk,250,SFMTA,1428P,2333,2835,,29.1625,30.6125,32.1500,33.7500,35.4375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1429,Nurses Staffing Assistant,250,COMMN,1429P,2147,2609,,26.8375,28.1750,29.5750,31.0500,32.6125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1429,Nurses Staffing Assistant,250,SFMTA,1429P,2147,2609,,26.8375,28.1750,29.5750,31.0500,32.6125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1430,Transcriber Typist,790,COMMN,1430P,2195,2667,,27.4375,28.8000,30.2375,31.7625,33.3375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1430,Transcriber Typist,790,SFMTA,1430P,2195,2667,,27.4375,28.8000,30.2375,31.7625,33.3375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1431,Senior Unit Clerk,250,COMMN,1431P,2427,2948,,30.3375,31.8375,33.4375,35.1000,36.8500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1431,Senior Unit Clerk,250,SFMTA,1431P,2427,2948,,30.3375,31.8375,33.4375,35.1000,36.8500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1432,Senior Transcriber Typist,790,COMMN,1432P,2419,2941,,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1432,Senior Transcriber Typist,790,SFMTA,1432P,2419,2941,,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1434,Shelter Service Representative,856,COMMN,1434P,1985,2534,,24.8125,26.0625,27.3625,28.7250,30.1500,31.6750,,,,,,,,,,,,,,
FY18-19,2018/07/01,1435,Shelter Officer Supervisor,790,COMMN,1435P,2310,2808,,28.8750,30.3375,31.8375,33.4375,35.1000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1435,Shelter Officer Supervisor,790,SFMTA,1435P,2310,2808,,28.8750,30.3375,31.8375,33.4375,35.1000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1436,Braillist,790,COMMN,1436P,2100,2553,,26.2500,27.5625,28.9375,30.4000,31.9125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1436,Braillist,790,SFMTA,1436P,2100,2553,,26.2500,27.5625,28.9375,30.4000,31.9125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1437,Shelter Office Assistant Supervisor,790,COMMN,1437P,2178,2648,,27.2250,28.6000,30.0250,31.5125,33.1000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1440,Medical Transcriber Typist,790,COMMN,1440P,2333,2835,,29.1625,30.6125,32.1500,33.7500,35.4375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1440,Medical Transcriber Typist,790,SFMTA,1440P,2333,2835,,29.1625,30.6125,32.1500,33.7500,35.4375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1441,Senior Medical Transcriber Typist,790,COMMN,1441P,2427,2948,,30.3375,31.8375,33.4375,35.1000,36.8500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1441,Senior Medical Transcriber Typist,790,SFMTA,1441P,2427,2948,,30.3375,31.8375,33.4375,35.1000,36.8500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1444,Secretary I,790,COMMN,1444P,2090,2541,,26.1250,27.4375,28.8000,30.2375,31.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1444,Secretary I,790,SFMTA,1444P,2090,2541,,26.1250,27.4375,28.8000,30.2375,31.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1446,Secretary II,790,COMMN,1446P,2419,2941,,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1446,Secretary II,790,SFMTA,1446P,2419,2941,,30.2375,31.7625,33.3375,35.0125,36.7625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1450,Executive Secretary I,790,COMMN,1450P,2634,3202,,32.9250,34.5750,36.3000,38.1125,40.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1450,Executive Secretary I,790,SFMTA,1450P,2634,3202,,32.9250,34.5750,36.3000,38.1125,40.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1452,Executive Secretary II,022,COMMN,1452P,2898,3523,,36.2250,38.0375,39.9375,41.9375,44.0375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1452,Executive Secretary II,022,SFMTA,1452P,2898,3523,,36.2250,38.0375,39.9375,41.9375,44.0375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1454,Executive Secretary III,022,COMMN,1454P,3150,3827,,39.3750,41.3375,43.4000,45.5625,47.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1454,Executive Secretary III,022,SFMTA,1454P,3150,3827,,39.3750,41.3375,43.4000,45.5625,47.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1458,Legal Secretary I,790,COMMN,1458P,2808,3413,,35.1000,36.8500,38.7000,40.6375,42.6625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1458,Legal Secretary I,790,SFMTA,1458P,2808,3413,,35.1000,36.8500,38.7000,40.6375,42.6625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1460,Legal Secretary II,790,COMMN,1460P,3020,3671,,37.7500,39.6375,41.6125,43.7000,45.8875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1460,Legal Secretary II,790,SFMTA,1460P,3020,3671,,37.7500,39.6375,41.6125,43.7000,45.8875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1464,Medical Clerk Stenographer,790,COMMN,1464P,2700,3282,,33.7500,35.4375,37.2125,39.0625,41.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1464,Medical Clerk Stenographer,790,SFMTA,1464P,2700,3282,,33.7500,35.4375,37.2125,39.0625,41.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1466,Meter Reader,038,COMMN,1466P,2310,2808,,28.8750,30.3375,31.8375,33.4375,35.1000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1466,Meter Reader,038,SFMTA,1466P,2310,2808,,28.8750,30.3375,31.8375,33.4375,35.1000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1470,Services And Supply Assistant Supervisor,790,COMMN,1470P,2298,2792,,28.7250,30.1500,31.6750,33.2375,34.9000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1470,Services And Supply Assistant Supervisor,790,SFMTA,1470P,2298,2792,,28.7250,30.1500,31.6750,33.2375,34.9000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1471,Elections Worker,790,COMMN,1471P,2227,2707,,27.8375,29.2250,30.6750,32.2250,33.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1471,Elections Worker,790,SFMTA,1471P,2227,2707,,27.8375,29.2250,30.6750,32.2250,33.8375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1474,Claims Process Clerk,790,COMMN,1474P,2270,2760,,28.3750,29.7875,31.3000,32.8625,34.5000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1474,Claims Process Clerk,790,SFMTA,1474P,2270,2760,,28.3750,29.7875,31.3000,32.8625,34.5000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1476,Senior Claims Process Clerk,790,COMMN,1476P,2534,3079,,31.6750,33.2375,34.9000,36.6500,38.4875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1476,Senior Claims Process Clerk,790,SFMTA,1476P,2534,3079,,31.6750,33.2375,34.9000,36.6500,38.4875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1478,Utility Services Representative,790,COMMN,1478P,2484,3020,,31.0500,32.6125,34.2375,35.9500,37.7500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1478,Utility Services Representative,790,SFMTA,1478P,2484,3020,,31.0500,32.6125,34.2375,35.9500,37.7500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1480,Utility Services Representative Supervisor,790,COMMN,1480P,2727,3317,,34.0875,35.8000,37.6000,39.4750,41.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1480,Utility Services Representative Supervisor,790,SFMTA,1480P,2727,3317,,34.0875,35.8000,37.6000,39.4750,41.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1492,"Assistant Clerk, Board of Supervisors",022,COMMN,1492P,3610,4389,,45.1250,47.3875,49.7625,52.2500,54.8625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1492,"Assistant Clerk, Board of Supervisors",022,SFMTA,1492P,3610,4389,,45.1250,47.3875,49.7625,52.2500,54.8625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1522,Confidential Secretary To City Attorney,022,COMMN,1522P,3372,4097,,42.1500,44.2500,46.4500,48.7875,51.2125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1543,"Secretary, Commission on the Environment",022,COMMN,1543P,3627,4408,,45.3375,47.6000,49.9750,52.4750,55.1000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1544,"Secretary, Library Commission",022,COMMN,1544P,3455,4198,,43.1875,45.3375,47.6000,49.9750,52.4750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1548,"Secretary, Human Services Commission",022,COMMN,1548P,3423,4160,,42.7875,44.9250,47.1750,49.5125,52.0000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1549,"Secretary, Juvenile Probation Commission",022,COMMN,1549P,2842,3455,,35.5250,37.3000,39.1625,41.1250,43.1875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1551,"Secretary, Health Commission",022,COMMN,1551P,4282,5204,,53.5250,56.2000,58.9875,61.9500,65.0500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1555,"Secretary, Building Inspection Commission",022,COMMN,1555P,3423,4160,,42.7875,44.9250,47.1750,49.5125,52.0000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1574,Executive Assistant To The Controller,022,COMMN,1574P,3455,4198,,43.1875,45.3375,47.6000,49.9750,52.4750,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1630,Account Clerk,790,COMMN,1630P,2064,2509,,25.8000,27.0875,28.4375,29.8750,31.3625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1630,Account Clerk,790,SFMTA,1630P,2064,2509,,25.8000,27.0875,28.4375,29.8750,31.3625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1632,Senior Account Clerk,790,COMMN,1632P,2390,2904,,29.8750,31.3625,32.9250,34.5750,36.3000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1632,Senior Account Clerk,790,SFMTA,1632P,2390,2904,,29.8750,31.3625,32.9250,34.5750,36.3000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1634,Principal Account Clerk,790,COMMN,1634P,2700,3282,,33.7500,35.4375,37.2125,39.0625,41.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1634,Principal Account Clerk,790,SFMTA,1634P,2700,3282,,33.7500,35.4375,37.2125,39.0625,41.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1635,Health Care Billing Clerk I,790,COMMN,1635P,2254,2739,,28.1750,29.5750,31.0500,32.6125,34.2375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1635,Health Care Billing Clerk I,790,SFMTA,1635P,2254,2739,,28.1750,29.5750,31.0500,32.6125,34.2375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1636,Health Care Billing Clerk II,790,COMMN,1636P,2534,3079,,31.6750,33.2375,34.9000,36.6500,38.4875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1636,Health Care Billing Clerk II,790,SFMTA,1636P,2534,3079,,31.6750,33.2375,34.9000,36.6500,38.4875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1637,Patient Accounts Clerk,790,COMMN,1637P,2629,3195,,32.8625,34.5000,36.2250,38.0375,39.9375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1637,Patient Accounts Clerk,790,SFMTA,1637P,2629,3195,,32.8625,34.5000,36.2250,38.0375,39.9375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1649,Accountant Intern,021,COMMN,1649P,2512,2637,,31.4000,32.9625,,,,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1649,Accountant Intern,021,SFMTA,1649P,2512,2637,,31.4000,32.9625,,,,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1650,Accountant I,021,COMMN,1650P,2604,3164,,32.5500,34.1750,35.8875,37.6750,39.5500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1650,Accountant I,021,SFMTA,1650P,2604,3164,,32.5500,34.1750,35.8875,37.6750,39.5500,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1652,Accountant II,021,COMMN,1652P,2885,3505,,36.0625,37.8625,39.7500,41.7250,43.8125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1652,Accountant II,021,SFMTA,1652P,2885,3505,,36.0625,37.8625,39.7500,41.7250,43.8125,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1654,Accountant III,021,COMMN,1654P,3490,4242,,43.6250,45.8000,48.0875,50.4875,53.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1654,Accountant III,021,SFMTA,1654P,3490,4242,,43.6250,45.8000,48.0875,50.4875,53.0250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1657,Accountant IV,021,COMMN,1657P,4039,5279,6,50.4875,53.0250,55.6625,58.4375,61.3625,62.8375,64.4375,65.9875,,,,,,,,,,,,
FY18-19,2018/07/01,1657,Accountant IV,021,SFMTA,1657P,4039,5279,6,50.4875,53.0250,55.6625,58.4375,61.3625,62.8375,64.4375,65.9875,,,,,,,,,,,,
FY18-19,2018/07/01,1662,Patient Accounts Assistant Supervisor,790,COMMN,1662P,2727,3317,,34.0875,35.8000,37.6000,39.4750,41.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1662,Patient Accounts Assistant Supervisor,790,SFMTA,1662P,2727,3317,,34.0875,35.8000,37.6000,39.4750,41.4625,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1663,Patient Accounts Supervisor,790,COMMN,1663P,3112,3783,,38.9000,40.8375,42.8875,45.0375,47.2875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1663,Patient Accounts Supervisor,790,SFMTA,1663P,3112,3783,,38.9000,40.8375,42.8875,45.0375,47.2875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1664,Patient Accounts Manager,790,COMMN,1664P,3564,4330,,44.5500,46.7750,49.1000,51.5625,54.1250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1664,Patient Accounts Manager,790,SFMTA,1664P,3564,4330,,44.5500,46.7750,49.1000,51.5625,54.1250,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1670,Financial Systems Supervisor,021,COMMN,1670P,4698,6147,6,58.7250,61.6750,64.7375,67.9750,71.3750,73.1875,74.9625,76.8375,,,,,,,,,,,,
FY18-19,2018/07/01,1670,Financial Systems Supervisor,021,SFMTA,1670P,4698,6147,6,58.7250,61.6750,64.7375,67.9750,71.3750,73.1875,74.9625,76.8375,,,,,,,,,,,,
FY18-19,2018/07/01,1684,Auditor II,021,COMMN,1684P,3681,4475,,46.0125,48.3125,50.7375,53.2750,55.9375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1684,Auditor II,021,SFMTA,1684P,3681,4475,,46.0125,48.3125,50.7375,53.2750,55.9375,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1686,Auditor III,021,COMMN,1686P,4136,5412,6,51.7000,54.3000,57.0125,59.8500,62.8375,64.4375,65.9875,67.6500,,,,,,,,,,,,
FY18-19,2018/07/01,1686,Auditor III,021,SFMTA,1686P,4136,5412,6,51.7000,54.3000,57.0125,59.8500,62.8375,64.4375,65.9875,67.6500,,,,,,,,,,,,
FY18-19,2018/07/01,1704,Communications Dispatcher I,790,COMMN,1704P,2126,2583,,26.5750,27.9000,29.2875,30.7625,32.2875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1704,Communications Dispatcher I,790,SFMTA,1704P,2126,2583,,26.5750,27.9000,29.2875,30.7625,32.2875,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1705,Communications Dispatcher II,790,COMMN,1705P,2357,2864,,29.4625,30.9250,32.4750,34.0875,35.8000,,,,,,,,,,,,,,,
FY18-19,2018/07/01,1705,Communications Dispatcher II,790,SFMTA,1705P,2357,2864,,29.4625,30.9250,32.4750,34.0875,35.8000,,,,,,,,,,,,,,,
